filename,label,meanDifference,maxDifference,standardDeviation,edgeDensity,noiseMean,noiseStd,blurScore,sharpnessScore,blockSharpnessAverage,blockSharpnessStd
real_0367.jpg,REAL,2.1502208709716797,35.0,2.6742103099823,7.582530120481927,3.2373433113098145,8.085103988647461,1701.5671293062856,16.298084337349398,1993.3905811548234,3252.8902521753707
real_0368.jpg,REAL,3.09914493560791,40.0,3.0801503658294678,10.845866666666666,6.493840217590332,12.147480010986328,3525.1609812018064,31.96786133333333,2953.0669856769696,1598.3444374488686
real_0369.jpg,REAL,2.971747636795044,45.0,3.015777349472046,10.278933333333333,5.899381160736084,9.841266632080078,2693.2040303065314,31.303658666666667,2307.5148562329155,2369.0250835417523
real_0370.jpg,REAL,3.872546911239624,49.0,3.5168325901031494,20.18177339901478,6.0217437744140625,9.621098518371582,2350.994049030819,30.23260591133005,2492.9892284855955,1265.1400585190997
real_0371.jpg,REAL,1.7053866386413574,34.0,2.0460004806518555,3.9805714285714284,4.1276116371154785,12.017071723937988,2808.6272713350527,19.46142857142857,2510.855366522925,2151.2410205447723
real_0372.jpg,REAL,3.8897807598114014,34.0,3.1294188499450684,23.172727272727272,7.29097843170166,10.643914222717285,2809.5141395717346,36.32891978609626,2929.690095743111,1738.4619678686906
real_0373.jpg,REAL,2.7250354290008545,43.0,2.4495184421539307,4.674704491725768,3.664548397064209,6.275809288024902,1067.2699592615843,19.694397163120566,824.0797109901905,1028.6065434919333
real_0374.jpg,REAL,3.140490770339966,51.0,2.706014394760132,7.726933333333333,4.823802471160889,7.867075443267822,1441.3195938054826,23.94961066666667,1733.6795581851686,934.8878255264802
real_0375.jpg,REAL,2.375363349914551,31.0,2.358271360397339,9.908383233532934,3.535754442214966,6.346758842468262,994.3611399969882,17.40816766467066,1147.5039146644729,1330.0659282645775
real_0376.jpg,REAL,2.414626359939575,20.0,2.23294734954834,34.07216494845361,13.225966453552246,16.671661376953125,7494.0322736043945,68.66056701030928,7528.703899264336,587.3519858121872
real_0377.jpg,REAL,3.9779679775238037,51.0,4.4750590324401855,25.5125748502994,23.565431594848633,34.580169677734375,31821.242392408447,120.39276047904191,30532.323029458523,20228.749169033174
real_0378.jpg,REAL,1.2458417415618896,32.0,1.7924013137817383,8.214933333333335,4.410586833953857,9.3018159866333,1951.7650024936104,20.78496,2378.354740904059,2838.798891074102
real_0379.jpg,REAL,3.2952895164489746,32.0,2.817697525024414,12.871257485029941,8.80735969543457,14.772176742553711,5085.318192055327,42.892520958083836,4224.6045441763745,3276.8713136812003
real_0380.jpg,REAL,4.142538547515869,40.0,3.4640703201293945,29.52252252252252,13.721375465393066,18.92988395690918,9824.257510531468,71.70131531531531,9911.43291263921,4182.150304468226
real_0381.jpg,REAL,2.8898561000823975,53.0,3.4490549564361572,9.0016,5.4863786697387695,11.929757118225098,3111.340652710571,25.962592,3819.9588181938443,4980.284464781015
real_0382.jpg,REAL,2.526116132736206,35.0,2.3641884326934814,3.8420420420420416,3.1132912635803223,5.608737468719482,776.4179979897376,15.844834834834835,856.9580774034772,514.5765944450612
real_0383.jpg,REAL,1.8259308338165283,27.0,1.8473806381225586,4.55464480874317,2.2640819549560547,4.098669052124023,378.14298904592556,10.906486338797814,434.96123350007196,518.8692031433687
real_0384.jpg,REAL,2.9378957748413086,40.0,2.859706401824951,12.379704016913319,7.6519365310668945,14.630066871643066,4660.0601715159855,35.67540380549683,5023.507476816372,3928.8660643724693
real_0385.jpg,REAL,2.357311487197876,28.0,2.526928186416626,7.330746268656717,3.9883103370666504,8.10722827911377,1706.2711482148895,20.394029850746268,1730.6995434795108,2422.0768686396705
real_0386.jpg,REAL,2.174990177154541,26.0,2.509249448776245,8.9536,4.511354446411133,8.136422157287598,1641.2345229224106,22.445893333333334,1509.7949750270163,1559.4473332017485
real_0387.jpg,REAL,2.8614187240600586,26.0,2.4752471446990967,4.7472,4.163205146789551,7.351039886474609,1427.4846773326221,21.625370666666665,1411.720837351254,1692.9231337318233
real_0388.jpg,REAL,2.9272496700286865,40.0,3.137254238128662,8.885866666666667,4.338650703430176,7.485523700714111,1411.3307108231397,22.330154666666665,1562.7388264196259,1361.0407220166767
real_0389.jpg,REAL,2.152618169784546,34.0,2.355638027191162,7.911627906976744,3.8143603801727295,7.75814962387085,1241.7719943339303,17.382622093023254,1359.6543849025454,1505.9685851257127
real_0390.jpg,REAL,2.6911089420318604,41.0,3.0557799339294434,13.327764127764127,4.912535667419434,9.202467918395996,1909.127812941605,23.19563144963145,1659.2947616335891,2058.5790450073982
real_0391.jpg,REAL,1.858865737915039,35.0,2.581892251968384,7.590277777777778,3.459129571914673,7.803258419036865,1556.0458060920566,17.732152777777777,1751.8368125387601,2026.9575913870658
real_0392.jpg,REAL,2.3456294536590576,24.0,2.40682053565979,26.341405508072175,16.049026489257812,24.648731231689453,14581.076744728887,77.1113485280152,16210.486349284649,4058.5145679353436
real_0393.jpg,REAL,2.5247232913970947,21.0,2.1811165809631348,19.83984375,3.5161685943603516,5.009212970733643,465.52037480159333,15.210325520833333,493.7353669711522,312.709741284613
real_0394.jpg,REAL,3.958488941192627,43.0,3.3351712226867676,27.826946107784433,13.268065452575684,18.777801513671875,8907.46516868213,67.13374850299401,9512.82071259703,3490.599446720318
real_0395.jpg,REAL,3.1283555030822754,34.0,2.7797529697418213,11.997333333333334,6.0295305252075195,10.05844497680664,2673.0655175929173,31.033664,3388.842150884015,3990.857232726403
real_0396.jpg,REAL,1.2613670825958252,21.0,1.3423582315444946,2.4645333333333337,1.1032373905181885,2.0219130516052246,84.305763484416,5.213882666666667,91.18695797239032,74.44707506149999
real_0397.jpg,REAL,2.0862185955047607,23.0,1.9533495903015137,3.8586666666666667,3.958751916885376,8.568744659423828,1407.9673092759042,17.977221333333333,1441.580025964124,1406.6009192493889
real_0398.jpg,REAL,1.586821436882019,30.0,2.726278066635132,9.184798375398898,3.5545401573181152,8.409505844116211,1468.6194952023216,16.120150855816654,1575.564737028735,1322.1335769744692
real_0399.jpg,REAL,1.6835476160049438,30.0,2.094940662384033,3.5341836734693874,2.5240561962127686,6.504047393798828,967.0077628687008,12.457642857142858,1115.4228050623622,1667.2014120519998
real_0400.jpg,REAL,1.429319977760315,22.0,1.734748125076294,7.554945054945055,2.553462505340576,5.087802410125732,508.1971686570917,11.6318463282749,454.3854701121648,235.38599252837938
